term,records,mentions,obs_region,year,reg_tot_ments,term_year_reg_ment_perc
countervengeance,0,0,Asia_Pacific,2018,34,0
supervolition,8,10,Asia_Pacific,2018,68,0.147058824
unarmed,0,0,Asia_Pacific,2018,0,0
desmogen,0,0,Asia_Pacific,2018,0,0
dramatised,4,4,Asia_Pacific,2018,67,0.059701493
phillis,0,0,Asia_Pacific,2018,1,0
foldedly,5,5,Asia_Pacific,2018,26,0.192307692
bewhisper,6,13,Asia_Pacific,2018,98,0.132653061
nontautologically,0,0,Asia_Pacific,2018,0,0
pries,0,0,Asia_Pacific,2018,0,0
bagani,0,0,Asia_Pacific,2018,0,0
overassertiveness,0,0,Eurasia,2019,0,0
philterer,79,134,Asia_Pacific,2018,584,0.229452055
fuchsines,0,0,Asia_Pacific,2018,0,0
gatten,0,0,Latin_America_and_the_Caribbean,2016,0,0
poustie,0,0,Asia_Pacific,2018,0,0
gatten,0,0,Latin_America_and_the_Caribbean,2017,0,0
systematism,0,0,Asia_Pacific,2018,0,0
pianka,0,0,Asia_Pacific,2018,0,0
sothiacal,1,3,Asia_Pacific,2018,3,1
thingumajig,0,0,Asia_Pacific,2018,1,0
quadrangularness,0,0,Asia_Pacific,2018,0,0
portugal,0,0,Asia_Pacific,2018,4,0
dikeria,0,0,Asia_Pacific,2018,0,0
saturant,0,0,Asia_Pacific,2018,0,0
sulphatize,0,0,Asia_Pacific,2018,0,0
demo,0,0,Asia_Pacific,2018,6,0
oilinesses,0,0,Asia_Pacific,2018,0,0
gelandejump,0,0,Asia_Pacific,2018,0,0
overfruitful,0,0,Asia_Pacific,2018,0,0
rawbones,0,0,Asia_Pacific,2018,0,0
warabi,0,0,Asia_Pacific,2018,1,0
autarkically,0,0,Asia_Pacific,2018,0,0
revolutioneering,0,0,Asia_Pacific,2018,5,0
gatten,0,0,Latin_America_and_the_Caribbean,2018,0,0
eyepopper,0,0,Asia_Pacific,2018,0,0
fished,0,0,Asia_Pacific,2018,0,0
sprees,0,0,Asia_Pacific,2018,3,0
ungrateful,0,0,Asia_Pacific,2018,0,0
unwedded,0,0,Asia_Pacific,2018,0,0
gatten,0,0,Latin_America_and_the_Caribbean,2019,0,0
patricianship,23,59,Asia_Pacific,2018,402,0.146766169
cmdr,0,0,Asia_Pacific,2018,1,0
ailuroid,0,0,Asia_Pacific,2018,0,0
dissait,0,0,Asia_Pacific,2018,2,0
girny,0,0,Asia_Pacific,2018,0,0
gatten,1,1,Global,2016,2,0.5
phenotypical,3,3,Asia_Pacific,2018,8,0.375
souple,0,0,Asia_Pacific,2018,0,0
psychogenetical,1,1,Asia_Pacific,2018,3,0.333333333
snaker,0,0,Asia_Pacific,2018,0,0
anesthesiologies,0,0,Asia_Pacific,2018,0,0
damar,1,1,Asia_Pacific,2018,5,0.2
ajog,1,1,Asia_Pacific,2018,7,0.142857143
theistically,0,0,Asia_Pacific,2018,0,0
pampangan,0,0,Asia_Pacific,2018,0,0
gatten,0,0,Global,2017,2,0
noncellulous,0,0,Asia_Pacific,2018,0,0
occupancy,0,0,Asia_Pacific,2018,0,0
gatten,0,0,Global,2018,2,0
unodoriferously,36,51,Asia_Pacific,2018,259,0.196911197
temblors,1,2,Asia_Pacific,2018,2,1
connubiality,0,0,Asia_Pacific,2018,0,0
impester,0,0,Asia_Pacific,2018,0,0
gunther,0,0,Asia_Pacific,2018,0,0
pedagogics,0,0,Asia_Pacific,2018,0,0
requiz,1,1,Asia_Pacific,2018,8,0.125
puquinan,0,0,Asia_Pacific,2018,0,0
afterfame,0,0,Asia_Pacific,2018,0,0
jettied,0,0,Asia_Pacific,2018,0,0
gatten,1,1,Global,2019,2,0.5
gatten,0,0,Asia_Pacific,2016,0,0
flammation,0,0,Asia_Pacific,2018,1,0
mesenterical,0,0,Asia_Pacific,2018,0,0
bangboard,0,0,Asia_Pacific,2018,2,0
hydropericardium,1,1,Asia_Pacific,2018,2,0.5
morpheme,1,1,Asia_Pacific,2018,9,0.111111111
pistoiese,0,0,Asia_Pacific,2018,0,0
describes,0,0,Asia_Pacific,2018,0,0
imaginariness,0,0,Asia_Pacific,2018,0,0
muang,0,0,Asia_Pacific,2018,2,0
barleduc,16,92,Asia_Pacific,2018,247,0.372469636
uprein,0,0,Asia_Pacific,2018,0,0
gatten,0,0,Asia_Pacific,2017,0,0
equivalved,2,2,Asia_Pacific,2018,17,0.117647059
sirian,1,1,Asia_Pacific,2018,4,0.25
chops,0,0,Asia_Pacific,2018,0,0
septentrionality,0,0,Asia_Pacific,2018,0,0
brimmered,1,1,Asia_Pacific,2018,3,0.333333333
inlagary,0,0,Asia_Pacific,2018,0,0
mottling,1,1,Asia_Pacific,2018,3,0.333333333
saify,2,3,Asia_Pacific,2018,13,0.230769231
formican,0,0,Asia_Pacific,2018,0,0
gatten,0,0,Asia_Pacific,2018,0,0
dedicational,1,1,Asia_Pacific,2018,3,0.333333333
miscues,0,0,Asia_Pacific,2018,0,0
blennophlogisma,0,0,Asia_Pacific,2018,1,0
gatten,0,0,Asia_Pacific,2019,0,0
gatten,0,0,Middle_East_and_North_Africa,2016,0,0
spines,85,161,Asia_Pacific,2018,907,0.177508269
gatten,0,0,Middle_East_and_North_Africa,2017,0,0
emittance,1,1,Asia_Pacific,2018,3,0.333333333
were,0,0,Asia_Pacific,2018,0,0
gatten,0,0,Middle_East_and_North_Africa,2018,0,0
loaiasis,2,2,Asia_Pacific,2018,4,0.5
clunch,0,0,Asia_Pacific,2018,0,0
gangliac,0,0,Asia_Pacific,2018,0,0
tumors,1,1,Asia_Pacific,2018,3,0.333333333
multifurcate,0,0,Asia_Pacific,2018,0,0
mycetological,0,0,Asia_Pacific,2018,0,0
gatten,0,0,Middle_East_and_North_Africa,2019,0,0
ayield,0,0,Asia_Pacific,2018,0,0
sothiacal,0,0,Asia_Pacific,2018,6,0
parilicium,29,40,Asia_Pacific,2018,205,0.195121951
troak,0,0,Asia_Pacific,2018,0,0
nightlessness,1,1,Asia_Pacific,2018,7,0.142857143
hesitaters,0,0,Asia_Pacific,2018,0,0
respirators,0,0,Asia_Pacific,2018,0,0
kampseen,0,0,Asia_Pacific,2018,0,0
gatten,0,0,US_Canada,2016,0,0
equilater,0,0,Asia_Pacific,2018,0,0
tickings,6,10,Asia_Pacific,2018,143,0.06993007
antihemophilic,0,0,Asia_Pacific,2018,0,0
unretaliating,0,0,Asia_Pacific,2018,0,0
typhlomegaly,0,0,Asia_Pacific,2018,0,0
gummier,0,0,Asia_Pacific,2018,0,0
perturbingly,0,0,Asia_Pacific,2018,0,0
intercrystallization,1,1,Asia_Pacific,2018,1,1
pluviography,0,0,Asia_Pacific,2018,0,0
abasgi,3,3,Asia_Pacific,2018,5,0.6
tittering,0,0,Asia_Pacific,2018,0,0
gatten,0,0,US_Canada,2017,0,0
gatten,0,0,US_Canada,2018,0,0
virgilia,0,0,Asia_Pacific,2018,0,0
heliopticon,0,0,Asia_Pacific,2018,0,0
solutive,0,0,Asia_Pacific,2018,0,0
tobogganer,1,1,Asia_Pacific,2018,2,0.5
yachtmanship,1,1,Asia_Pacific,2018,1,1
ureides,0,0,Asia_Pacific,2018,0,0
gatten,0,0,US_Canada,2019,0,0
surrealism,0,0,Asia_Pacific,2018,0,0
disrelish,1,1,Asia_Pacific,2018,8,0.125
standerwort,0,0,Asia_Pacific,2018,0,0
donsie,1,1,Asia_Pacific,2018,2,0.5
gatten,2,3,Europe,2016,5,0.6
joggers,1,1,Asia_Pacific,2018,1,1
damn,0,0,Asia_Pacific,2018,0,0
planksheer,0,0,Asia_Pacific,2018,0,0
techier,0,0,Asia_Pacific,2018,0,0
centesimate,0,0,Asia_Pacific,2018,0,0
nomineeism,0,0,Asia_Pacific,2018,0,0
paleomagnetic,0,0,Asia_Pacific,2018,0,0
gatten,1,1,Europe,2017,5,0.2
quitclaims,0,0,Asia_Pacific,2018,0,0
subarid,0,0,Asia_Pacific,2018,2,0
sluff,0,0,Asia_Pacific,2018,0,0
gastrocatarrhal,0,0,Asia_Pacific,2018,3,0
downface,1,2,Asia_Pacific,2018,2,1
excommunicating,0,0,Asia_Pacific,2018,0,0
turkophilia,0,0,Asia_Pacific,2018,0,0
auxiliary,0,0,Asia_Pacific,2018,0,0
bowdlerise,0,0,Asia_Pacific,2018,0,0
bookshelves,0,0,Asia_Pacific,2018,0,0
mazateco,0,0,Asia_Pacific,2018,0,0
skills,0,0,Asia_Pacific,2018,0,0
tenders,0,0,Asia_Pacific,2018,0,0
manyways,2,2,Asia_Pacific,2018,2,1
gatten,0,0,Europe,2018,5,0
procoelia,0,0,Asia_Pacific,2018,0,0
trekboer,7,8,Asia_Pacific,2018,38,0.210526316
wonderfulness,0,0,Asia_Pacific,2018,1,0
cowed,1,2,Asia_Pacific,2018,3,0.666666667
gravat,3,6,Asia_Pacific,2018,42,0.142857143
manicure,1,5,Asia_Pacific,2018,10,0.5
gatten,1,1,Europe,2019,5,0.2
shellhead,1,1,Asia_Pacific,2018,3,0.333333333
fancied,0,0,Asia_Pacific,2018,0,0
haulier,9,30,Asia_Pacific,2018,129,0.23255814
mammin,0,0,Asia_Pacific,2018,0,0
gatten,0,0,Africa,2016,0,0
undrossiness,0,0,Asia_Pacific,2018,0,0
misoneist,0,0,Asia_Pacific,2018,0,0
malnutrition,0,0,Asia_Pacific,2018,0,0
zemstvo,0,0,Asia_Pacific,2018,0,0
underproduction,0,0,Asia_Pacific,2018,0,0
selbergite,0,0,Asia_Pacific,2018,0,0
upstares,0,0,Asia_Pacific,2018,1,0
chrysanthemin,0,0,Asia_Pacific,2018,0,0
gatten,0,0,Africa,2017,0,0
gatten,0,0,Africa,2018,0,0
kerseynette,0,0,Asia_Pacific,2018,0,0
gatten,0,0,Africa,2019,0,0
friability,0,0,Asia_Pacific,2018,0,0
undelightsome,4,4,Asia_Pacific,2018,12,0.333333333
homebody,0,0,Asia_Pacific,2018,1,0
underlined,0,0,Asia_Pacific,2018,0,0
muschelkalk,0,0,Asia_Pacific,2018,0,0
magnetotherapy,0,0,Asia_Pacific,2018,0,0
kegler,86,144,Asia_Pacific,2018,772,0.186528497
tringoid,0,0,Asia_Pacific,2018,0,0
hexaemeron,0,0,Asia_Pacific,2018,0,0
aberrator,6,9,Asia_Pacific,2018,48,0.1875
adipoceriform,0,0,Asia_Pacific,2018,0,0
gatten,0,0,Eurasia,2016,3,0
thalami,0,0,Asia_Pacific,2018,0,0
polarography,0,0,Asia_Pacific,2018,0,0
saponacity,0,0,Asia_Pacific,2018,0,0
unseductive,0,0,Asia_Pacific,2018,0,0
corticoid,0,0,Asia_Pacific,2018,0,0
rhizocarpeae,0,0,Asia_Pacific,2018,0,0
hennaed,0,0,Asia_Pacific,2018,2,0
gatten,1,1,Eurasia,2017,3,0.333333333
gatten,0,0,Eurasia,2018,3,0
curiolofic,20,20,Asia_Pacific,2018,97,0.206185567
deepgoing,0,0,Asia_Pacific,2018,1,0
euphrosyne,0,0,Asia_Pacific,2018,2,0
citrated,0,0,Asia_Pacific,2018,1,0
inseparately,5,6,Asia_Pacific,2018,25,0.24
uprights,0,0,Asia_Pacific,2018,0,0
bornite,0,0,Asia_Pacific,2018,0,0
muscicapine,0,0,Asia_Pacific,2018,0,0
preclusion,0,0,Asia_Pacific,2018,0,0
myxoedema,0,0,Asia_Pacific,2018,0,0
trifurcation,0,0,Asia_Pacific,2018,0,0
gatten,2,2,Eurasia,2019,3,0.666666667
misstepping,1,2,Asia_Pacific,2018,3,0.666666667
salabilities,0,0,Asia_Pacific,2018,0,0
overdecoration,0,0,Asia_Pacific,2018,0,0
unboat,0,0,Asia_Pacific,2018,0,0
opsonized,0,0,Asia_Pacific,2018,0,0
swanner,0,0,Asia_Pacific,2018,0,0
melioration,0,0,Asia_Pacific,2018,0,0
cyrenian,0,0,Latin_America_and_the_Caribbean,2016,0,0
sidebones,0,0,Asia_Pacific,2018,0,0
peterwort,3,3,Asia_Pacific,2018,4,0.75
dandruffy,0,0,Asia_Pacific,2018,0,0
voices,0,0,Asia_Pacific,2018,0,0
lashings,0,0,Asia_Pacific,2018,0,0
countersconce,0,0,Asia_Pacific,2018,0,0
rhatany,1,1,Asia_Pacific,2018,8,0.125
haploses,0,0,Asia_Pacific,2018,0,0
insomnolency,1,1,Asia_Pacific,2018,1,1
pishpash,0,0,Asia_Pacific,2018,0,0
hydroximic,0,0,Asia_Pacific,2018,0,0
undeservingness,0,0,Asia_Pacific,2018,0,0
cyrenian,0,0,Latin_America_and_the_Caribbean,2017,0,0
underripe,3,21,Asia_Pacific,2018,35,0.6
unpleasurable,0,0,Asia_Pacific,2018,1,0
sonrai,0,0,Asia_Pacific,2018,0,0
osc,0,0,Asia_Pacific,2018,0,0
misdevise,0,0,Asia_Pacific,2018,0,0
padroado,0,0,Asia_Pacific,2018,0,0
centrifugalizing,0,0,Asia_Pacific,2018,0,0
undenominationalist,2,4,Asia_Pacific,2018,27,0.148148148
stillatitious,9,27,Asia_Pacific,2018,164,0.164634146
paltriest,0,0,Asia_Pacific,2018,0,0
choriocarcinomata,0,0,Asia_Pacific,2018,0,0
cyrenian,0,0,Latin_America_and_the_Caribbean,2018,0,0
maieutic,1,1,Asia_Pacific,2018,3,0.333333333
cyrenian,0,0,Latin_America_and_the_Caribbean,2019,0,0
acanthophis,4,8,Asia_Pacific,2018,12,0.666666667
retroplexed,0,0,Asia_Pacific,2018,1,0
accommodationist,0,0,Asia_Pacific,2018,0,0
cyrenian,0,0,Global,2016,0,0
rekindlement,0,0,Asia_Pacific,2018,0,0
cyrenian,0,0,Global,2017,0,0
forebooms,0,0,Asia_Pacific,2018,0,0
cyrenian,0,0,Global,2018,0,0
apothecaries,0,0,Asia_Pacific,2018,0,0
unakin,0,0,Asia_Pacific,2018,0,0
refinements,5,5,Asia_Pacific,2018,15,0.333333333
monotheist,0,0,Asia_Pacific,2018,0,0
indestructibility,0,0,Asia_Pacific,2018,0,0
nonunique,0,0,Asia_Pacific,2018,0,0
revestry,0,0,Asia_Pacific,2018,0,0
cyprians,0,0,Asia_Pacific,2018,0,0
evacuate,0,0,Asia_Pacific,2018,0,0
meandering,0,0,Asia_Pacific,2018,0,0
misdevise,2,2,Asia_Pacific,2018,17,0.117647059
removedly,18,56,Asia_Pacific,2018,416,0.134615385
unabsentmindedness,0,0,Asia_Pacific,2018,0,0
disbowelled,0,0,Asia_Pacific,2018,0,0
unroved,0,0,Asia_Pacific,2018,0,0
cyrenian,0,0,Global,2019,0,0
nonpneumatically,0,0,Asia_Pacific,2018,0,0
proems,78,200,Asia_Pacific,2018,861,0.232288037
mutagenesis,3,3,Asia_Pacific,2018,5,0.6
subantarctic,0,0,Asia_Pacific,2018,0,0
oxybenzene,0,0,Asia_Pacific,2018,0,0
smouldered,0,0,Asia_Pacific,2018,0,0
sheepbine,0,0,Asia_Pacific,2018,0,0
misguides,0,0,Asia_Pacific,2018,0,0
merchanted,9,9,Asia_Pacific,2018,68,0.132352941
inhomogeneously,0,0,Asia_Pacific,2018,0,0
prediscouraging,0,0,Asia_Pacific,2018,1,0
chums,4,4,Asia_Pacific,2018,13,0.307692308
heterophilic,0,0,Asia_Pacific,2018,0,0
mulligrubs,2,2,Asia_Pacific,2018,6,0.333333333
unhopedness,1,1,Asia_Pacific,2018,1,1
portiered,0,0,Asia_Pacific,2018,0,0
amende,0,0,Asia_Pacific,2018,0,0
cyrenian,1,1,Asia_Pacific,2016,1,1
bonete,0,0,Asia_Pacific,2018,0,0
semihuman,0,0,Asia_Pacific,2018,0,0
chondroangioma,0,0,Asia_Pacific,2018,1,0
phonemic,0,0,Asia_Pacific,2018,2,0
unindicated,0,0,Asia_Pacific,2018,0,0
lawyership,0,0,Asia_Pacific,2018,0,0
cyrenian,0,0,Asia_Pacific,2017,1,0
empower,1,1,Asia_Pacific,2018,1,1
copenhagen,0,0,Asia_Pacific,2018,0,0
waterskiing,16,19,Asia_Pacific,2018,109,0.174311927
crescence,0,0,Asia_Pacific,2018,0,0
rinning,0,0,Asia_Pacific,2018,0,0
actinomycin,0,0,Asia_Pacific,2018,0,0
tokay,0,0,Asia_Pacific,2018,0,0
insufflate,0,0,Asia_Pacific,2018,0,0
pomologies,0,0,Asia_Pacific,2018,0,0
stowse,0,0,Asia_Pacific,2018,0,0
decompositions,0,0,Asia_Pacific,2018,0,0
reweigher,0,0,Asia_Pacific,2018,2,0
cyrenian,0,0,Asia_Pacific,2018,1,0
notice,0,0,Asia_Pacific,2018,0,0
geocentrically,0,0,Asia_Pacific,2018,0,0
leprous,0,0,Asia_Pacific,2018,0,0
madagass,140,595,Asia_Pacific,2018,2686,0.221518987
cyrenian,0,0,Asia_Pacific,2019,1,0
cyrenian,0,0,Middle_East_and_North_Africa,2016,1,0
testule,0,0,Asia_Pacific,2018,0,0
periesophageal,0,0,Asia_Pacific,2018,0,0
vinaigre,0,0,Asia_Pacific,2018,1,0
misthrown,5,6,Asia_Pacific,2018,66,0.090909091
uphill,0,0,Asia_Pacific,2018,0,0
protosyntonose,0,0,Asia_Pacific,2018,4,0
cyrenian,1,1,Middle_East_and_North_Africa,2017,1,1
spongeful,0,0,Asia_Pacific,2018,0,0
pachymenia,0,0,Asia_Pacific,2018,6,0
redeclining,1,1,Asia_Pacific,2018,22,0.045454545
cyrenian,0,0,Middle_East_and_North_Africa,2018,1,0
nitrosification,0,0,Asia_Pacific,2018,0,0
cyrenian,0,0,Middle_East_and_North_Africa,2019,1,0
underthief,0,0,Asia_Pacific,2018,0,0
cyrenian,0,0,US_Canada,2016,0,0
waxman,0,0,Asia_Pacific,2018,1,0
trothed,0,0,Asia_Pacific,2018,0,0
apteria,0,0,Asia_Pacific,2018,0,0
unfoolish,0,0,Asia_Pacific,2018,0,0
cyrenian,0,0,US_Canada,2017,0,0
cyrenian,0,0,US_Canada,2018,0,0
digitinervate,5,6,Asia_Pacific,2018,45,0.133333333
craniotome,0,0,Asia_Pacific,2018,0,0
valvulitis,0,0,Asia_Pacific,2018,0,0
accouchements,26,51,Asia_Pacific,2018,254,0.200787402
strangulating,159,566,Asia_Pacific,2018,2383,0.237515736
unaddictedness,0,0,Asia_Pacific,2018,0,0
companionizing,1,1,Asia_Pacific,2018,2,0.5
cystoschisis,0,0,Asia_Pacific,2018,0,0
cyrenian,0,0,US_Canada,2019,0,0
panionic,0,0,Asia_Pacific,2018,1,0
cyrenian,0,0,Europe,2016,1,0
locusca,0,0,Asia_Pacific,2018,0,0
unlawyered,36,61,Asia_Pacific,2018,295,0.206779661
subet,0,0,Asia_Pacific,2018,0,0
desmotropy,0,0,Asia_Pacific,2018,0,0
endomesoderm,0,0,Asia_Pacific,2018,0,0
ulcerative,0,0,Asia_Pacific,2018,0,0
unco,1,1,Asia_Pacific,2018,1,1
adit,4,5,Asia_Pacific,2018,14,0.357142857
rockeries,0,0,Asia_Pacific,2018,0,0
prevents,0,0,Asia_Pacific,2018,0,0
consummatively,0,0,Asia_Pacific,2018,2,0
pharsalian,0,0,Asia_Pacific,2018,9,0
cyrenian,0,0,Europe,2017,1,0
cyrenian,0,0,Europe,2018,1,0
cyrenian,1,1,Europe,2019,1,1
imploded,0,0,Asia_Pacific,2018,0,0
saxifrax,0,0,Asia_Pacific,2018,0,0
comethers,0,0,Asia_Pacific,2018,0,0
disbandment,0,0,Asia_Pacific,2018,0,0
guacharo,0,0,Asia_Pacific,2018,8,0
mirroring,1,1,Asia_Pacific,2018,1,1
subsetting,0,0,Asia_Pacific,2018,0,0
sexualize,0,0,Asia_Pacific,2018,0,0
cloamen,5,5,Asia_Pacific,2018,18,0.277777778
comprachico,0,0,Asia_Pacific,2018,0,0
dicynodontidae,2,3,Asia_Pacific,2018,3,1
luxuriate,0,0,Asia_Pacific,2018,25,0
cyrenian,0,0,Africa,2016,0,0
uterectomy,0,0,Asia_Pacific,2018,0,0
cyrenian,0,0,Africa,2017,0,0
cephalostyle,0,0,Asia_Pacific,2018,0,0
unbumped,0,0,Asia_Pacific,2018,0,0
heartbreaker,0,0,Asia_Pacific,2018,0,0
noodleism,0,0,Asia_Pacific,2018,1,0
rekindlement,56,116,Asia_Pacific,2018,502,0.231075697
cannibalistically,0,0,Asia_Pacific,2018,0,0
cyrenian,0,0,Africa,2018,0,0
cyrenian,0,0,Africa,2019,0,0
emusive,0,0,Asia_Pacific,2018,0,0
retribute,0,0,Asia_Pacific,2018,1,0
cyrenian,0,0,Eurasia,2016,0,0
cyrenian,0,0,Eurasia,2017,0,0
caponette,0,0,Asia_Pacific,2018,0,0
preprovoked,0,0,Asia_Pacific,2018,1,0
cyrenian,0,0,Eurasia,2018,0,0
canephoros,0,0,Asia_Pacific,2018,2,0
pointmaker,2,3,Asia_Pacific,2018,3,1
lievaart,1,1,Asia_Pacific,2018,1,1
tetrevangelium,0,0,Asia_Pacific,2018,0,0
uninebriate,0,0,Asia_Pacific,2018,0,0
xanthopia,0,0,Asia_Pacific,2018,0,0
basibracteolate,1,2,Asia_Pacific,2018,2,1
philterproof,0,0,Asia_Pacific,2018,0,0
choanophorous,14,20,Asia_Pacific,2018,59,0.338983051
cyrenian,0,0,Eurasia,2019,0,0
ultranatural,0,0,Asia_Pacific,2018,0,0
markab,0,0,Asia_Pacific,2018,0,0
refractivity,0,0,Asia_Pacific,2018,0,0
encodings,0,0,Latin_America_and_the_Caribbean,2016,0,0
encodings,0,0,Latin_America_and_the_Caribbean,2017,0,0
kelebe,0,0,Asia_Pacific,2018,0,0
forfalt,0,0,Asia_Pacific,2018,0,0
radiostereoscopy,0,0,Asia_Pacific,2018,0,0
siderean,0,0,Asia_Pacific,2018,0,0
scaldic,0,0,Asia_Pacific,2018,0,0
encodings,0,0,Latin_America_and_the_Caribbean,2018,0,0
dysodontiasis,0,0,Asia_Pacific,2018,3,0
youdendrift,0,0,Asia_Pacific,2018,0,0
deturb,0,0,Asia_Pacific,2018,0,0
cynosurus,8,13,Asia_Pacific,2018,38,0.342105263
encodings,0,0,Latin_America_and_the_Caribbean,2019,0,0
forgivenesses,0,0,Asia_Pacific,2018,0,0
tassoo,0,0,Asia_Pacific,2018,0,0
gawkies,0,0,Asia_Pacific,2018,0,0
encodings,0,0,Global,2016,0,0
reciprocals,0,0,Asia_Pacific,2018,0,0
anticipator,0,0,Asia_Pacific,2018,0,0
encodings,0,0,Global,2017,0,0
shmaltziest,0,0,Asia_Pacific,2018,0,0
equipede,0,0,Asia_Pacific,2018,0,0
ribaudequin,0,0,Asia_Pacific,2018,0,0
sporangia,0,0,Asia_Pacific,2018,0,0
squashberry,1,1,Asia_Pacific,2018,1,1
collencyte,0,0,Asia_Pacific,2018,25,0
stickup,15,89,Asia_Pacific,2018,347,0.25648415
encodings,0,0,Global,2018,0,0
lusian,0,0,Asia_Pacific,2018,0,0
encodings,0,0,Global,2019,0,0
encodings,0,0,Asia_Pacific,2016,0,0
sciolistic,140,1021,Asia_Pacific,2018,4018,0.254106521
hemautographic,0,0,Asia_Pacific,2018,0,0
weltered,0,0,Asia_Pacific,2018,0,0
toddymen,0,0,Asia_Pacific,2018,3,0
encodings,0,0,Asia_Pacific,2017,0,0
encodings,0,0,Asia_Pacific,2018,0,0
encodings,0,0,Asia_Pacific,2019,0,0
turbomotor,0,0,Asia_Pacific,2018,0,0
endopterygota,10,18,Asia_Pacific,2018,202,0.089108911
encodings,0,0,Middle_East_and_North_Africa,2016,0,0
physicotheological,0,0,Asia_Pacific,2018,0,0
gulfwards,0,0,Asia_Pacific,2018,0,0
zigamorph,0,0,Asia_Pacific,2018,0,0
squeezes,0,0,Asia_Pacific,2018,0,0
sensibilisin,0,0,Asia_Pacific,2018,0,0
valentiam,0,0,Asia_Pacific,2018,0,0
samuel,0,0,Asia_Pacific,2018,0,0
hydrogenous,13,13,Asia_Pacific,2018,38,0.342105263
catercousin,67,109,Asia_Pacific,2018,666,0.163663664
substantiating,0,0,Asia_Pacific,2018,2,0
encodings,0,0,Middle_East_and_North_Africa,2017,0,0
decagramme,0,0,Asia_Pacific,2018,0,0
techniphone,0,0,Asia_Pacific,2018,0,0
elean,0,0,Asia_Pacific,2018,0,0
coassert,0,0,Asia_Pacific,2018,0,0
foreteach,2,2,Asia_Pacific,2018,3,0.666666667
mislabored,0,0,Asia_Pacific,2018,0,0
logarithmal,0,0,Asia_Pacific,2018,0,0
kavi,0,0,Asia_Pacific,2018,0,0
microspectroscope,0,0,Asia_Pacific,2018,0,0
posticous,1,1,Asia_Pacific,2018,5,0.2
encodings,0,0,Middle_East_and_North_Africa,2018,0,0
corporateness,0,0,Asia_Pacific,2018,0,0
andesine,0,0,Asia_Pacific,2018,0,0
tactable,0,0,Asia_Pacific,2018,0,0
encodings,0,0,Middle_East_and_North_Africa,2019,0,0
targing,0,0,Asia_Pacific,2018,0,0
encodings,0,0,US_Canada,2016,0,0
lusciously,2,3,Asia_Pacific,2018,14,0.214285714
encodings,0,0,US_Canada,2017,0,0
hobbyhorses,0,0,Asia_Pacific,2018,0,0
highroad,0,0,Asia_Pacific,2018,0,0
dialysed,0,0,Asia_Pacific,2018,0,0
solfatara,3,3,Asia_Pacific,2018,15,0.2
unpoetize,1,1,Asia_Pacific,2018,1,1
organicism,0,0,Asia_Pacific,2018,0,0
parasites,0,0,Asia_Pacific,2018,0,0
subreference,0,0,Asia_Pacific,2018,0,0
unbuilding,0,0,Asia_Pacific,2018,0,0
putrefactiveness,0,0,Asia_Pacific,2018,0,0
nookie,0,0,Asia_Pacific,2018,0,0
belgravian,0,0,Asia_Pacific,2018,2,0
taich,0,0,Asia_Pacific,2018,0,0
encodings,0,0,US_Canada,2018,0,0
monohull,0,0,Asia_Pacific,2018,0,0
encodings,0,0,US_Canada,2019,0,0
palsying,0,0,Asia_Pacific,2018,0,0
encodings,0,0,Europe,2016,0,0
encodings,0,0,Europe,2017,0,0
desightment,0,0,Asia_Pacific,2018,0,0
decillion,0,0,Asia_Pacific,2018,0,0
overslaugh,1,1,Asia_Pacific,2018,12,0.083333333
pother,0,0,Asia_Pacific,2018,0,0
necropoleis,1,1,Asia_Pacific,2018,3,0.333333333
hundredwork,0,0,Asia_Pacific,2018,0,0
luxury,0,0,Asia_Pacific,2018,0,0
encodings,0,0,Europe,2018,0,0
ditt,2,3,Asia_Pacific,2018,33,0.090909091
necrotizing,3,3,Asia_Pacific,2018,3,1
ferroconcrete,1,1,Asia_Pacific,2018,11,0.090909091
gerund,17,24,Asia_Pacific,2018,88,0.272727273
gamobium,0,0,Asia_Pacific,2018,0,0
roundeleer,39,70,Asia_Pacific,2018,290,0.24137931
encodings,0,0,Europe,2019,0,0
incurved,0,0,Asia_Pacific,2018,0,0
overfine,0,0,Asia_Pacific,2018,0,0
cogwheels,0,0,Asia_Pacific,2018,0,0
lagwort,0,0,Asia_Pacific,2018,0,0
hibernicism,0,0,Asia_Pacific,2018,0,0
sheugh,0,0,Asia_Pacific,2018,0,0
orthosilicic,0,0,Asia_Pacific,2018,0,0
encodings,0,0,Africa,2016,0,0
dipyrenous,0,0,Asia_Pacific,2018,0,0
sionite,0,0,Asia_Pacific,2018,0,0
buddles,0,0,Asia_Pacific,2018,0,0
sol,0,0,Asia_Pacific,2018,0,0
bodyshirt,0,0,Asia_Pacific,2018,0,0
refutal,2,4,Asia_Pacific,2018,5,0.8
saunders,0,0,Asia_Pacific,2018,0,0
cays,0,0,Asia_Pacific,2018,0,0
septums,0,0,Asia_Pacific,2018,0,0
encodings,0,0,Africa,2017,0,0
encodings,0,0,Africa,2018,0,0
floperoo,0,0,Asia_Pacific,2018,2,0
accessioner,0,0,Asia_Pacific,2018,0,0
scumming,0,0,Asia_Pacific,2018,0,0
reefiest,2,2,Asia_Pacific,2018,10,0.2
bucephala,0,0,Asia_Pacific,2018,0,0
unporticoed,0,0,Asia_Pacific,2018,0,0
